1	spec/core/kernel/sprintf_spec.rb	1 file, 173 examples, 1061 expectations, 0 failures, 2 errors, 0 tagged		8598
0	spec/core/kernel/sub_spec.rb	1 file, 0 examples, 0 expectations, 0 failures, 0 errors, 0 tagged		6739
1	spec/core/kernel/syscall_spec.rb	1 file, 2 examples, 2 expectations, 2 failures, 0 errors, 0 tagged		7414
1	spec/core/kernel/taint_spec.rb	1 file, 1 example, 1 expectation, 1 failure, 0 errors, 0 tagged		6044
1	spec/core/kernel/then_spec.rb	1 file, 1 example, 0 expectations, 0 failures, 1 error, 0 tagged		4458
1	spec/core/kernel/tainted_spec.rb	1 file, 1 example, 1 expectation, 1 failure, 0 errors, 0 tagged		6985
1	spec/core/kernel/tap_spec.rb	1 file, 2 examples, 3 expectations, 0 failures, 1 error, 0 tagged		5924
1	spec/core/kernel/test_spec.rb	1 file, 16 examples, 11 expectations, 1 failure, 5 errors, 0 tagged		6844
1	spec/core/kernel/throw_spec.rb	1 file, 10 examples, 11 expectations, 0 failures, 2 errors, 0 tagged		8966
0	spec/core/kernel/to_s_spec.rb	1 file, 1 example, 1 expectation, 0 failures, 0 errors, 0 tagged		5558
0	spec/core/kernel/trap_spec.rb	1 file, 2 examples, 2 expectations, 0 failures, 0 errors, 0 tagged		5937
1	spec/core/kernel/system_spec.rb	1 file, 15 examples, 21 expectations, 7 failures, 3 errors, 0 tagged		13647
1	spec/core/kernel/to_enum_spec.rb	1 file, 7 examples, 12 expectations, 1 failure, 0 errors, 0 tagged		7595
1	spec/core/kernel/trace_var_spec.rb	1 file, 6 examples, 3 expectations, 2 failures, 9 errors, 0 tagged		8189
1	spec/core/kernel/trust_spec.rb	1 file, 1 example, 1 expectation, 1 failure, 0 errors, 0 tagged		7098
1	spec/core/kernel/untaint_spec.rb	1 file, 1 example, 1 expectation, 1 failure, 0 errors, 0 tagged		5503
1	spec/core/kernel/untrusted_spec.rb	1 file, 1 example, 1 expectation, 1 failure, 0 errors, 0 tagged		5993
1	spec/core/kernel/untrust_spec.rb	1 file, 1 example, 1 expectation, 1 failure, 0 errors, 0 tagged		5664
1	spec/core/kernel/untrace_var_spec.rb	1 file, 2 examples, 2 expectations, 2 failures, 0 errors, 0 tagged		8642
1	spec/core/kernel/yield_self_spec.rb	1 file, 3 examples, 2 expectations, 0 failures, 1 error, 0 tagged		7236
1	spec/core/kernel/warn_spec.rb	1 file, 33 examples, 35 expectations, 15 failures, 0 errors, 0 tagged		12517
137	spec/core/kernel/require_spec.rb	NO-TALLY	HANG	90009
